pose_id,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index,pose
669,pushups_down,-51.121044,57.202698,-102.602516,-53.027706,55.09121,-109.75676,-52.537262,54.581154,-109.750984,-51.905876,53.899593,-109.79673,-54.993004,54.77421,-104.612366,-55.216335,51.41825,-104.632675,-55.925285,51.50609,-104.64846,-48.44116,41.61926,-117.99641,-55.05636,42.934574,-95.72055,-46.27088,53.135235,-102.440346,-47.590267,51.264805,-96.06686,-20.374605,25.50795,-109.73711,-49.390133,13.644078,-66.10986,12.577218,15.171371,-90.595985,-43.760365,4.2264557,-16.181734,15.289664,42.7462,-68.427155,-53.74278,35.185017,14.396255,16.537968,51.76809,-76.48246,-59.669136,41.06055,12.797572,12.235009,51.788513,-79.21081,-56.732243,44.828396,8.048307,11.1599,49.431072,-69.39007,-53.02795,42.71417,12.951201,7.676971,0.01724331,-17.741598,-7.676971,-0.017260231,17.741598,30.06114,-2.1160028,57.431816,4.924759,-3.4553294,100.911156,46.828167,-17.454071,138.20967,18.80454,-13.914116,191.74287,49.12466,-23.254051,147.15663,22.746964,-19.834715,201.91989,50.346226,4.7501345,144.40643,19.142351,3.72464,209.81818
670,pushups_down,-45.495464,54.977036,-90.18623,-46.774006,54.134758,-100.00914,-46.30269,54.07598,-100.01532,-45.322777,53.57452,-100.06949,-48.870792,53.46367,-94.98066,-49.456795,52.626522,-94.988785,-50.13585,51.576454,-95.0068,-43.214165,46.836636,-117.23531,-50.919037,43.154423,-95.87568,-42.12955,52.826057,-93.121574,-43.54373,51.987953,-86.975655,-18.612303,34.298378,-117.742035,-46.387257,12.339118,-66.90746,16.596872,-0.37371945,-95.526436,-39.877037,-6.9943576,-17.081625,21.9634,42.02861,-68.85354,-48.147232,25.55242,25.734924,23.433907,51.27571,-76.81938,-52.647186,31.18031,27.488575,19.419073,51.634346,-78.663376,-49.49041,36.751232,22.110792,18.577625,48.81585,-69.3103,-46.813126,34.785835,24.328873,6.701787,4.695805,-14.247865,-6.701795,-4.695822,14.247865,28.201273,-1.5949136,70.13167,-4.855916,2.902606,109.82425,45.062515,-16.102654,166.4101,2.2458386,-0.9716305,212.55281,48.69313,-22.415672,177.23524,4.975047,-5.9010754,224.04451,54.828514,5.9718666,172.35956,-0.6706469,16.104538,231.09216
671,pushups_down,43.709423,50.58987,-122.97274,45.268528,46.66675,-129.49948,46.447845,44.985462,-129.49649,47.598145,43.332462,-129.51804,41.845432,49.07812,-132.9457,40.585114,49.55535,-132.961,39.32391,50.060665,-132.99812,48.00242,33.89596,-130.39798,36.210583,43.866592,-144.55872,43.72421,45.311893,-118.86109,40.23979,48.617348,-123.1889,52.167747,7.0253143,-104.77043,20.225914,27.021116,-123.91071,58.666508,15.716112,-45.745724,-7.966516,22.328054,-101.38009,61.878197,50.560547,-7.6212497,-14.883542,38.81583,-83.648506,67.476006,56.704403,-8.66095,-17.887419,41.91717,-91.6474,66.17673,55.67608,-15.757754,-16.198477,38.804863,-97.510544,63.34184,53.288605,-9.442751,-14.238386,37.842346,-85.595985,8.314026,-9.353575,12.310387,-8.314026,9.353595,-12.310387,7.93554,-1.762332,123.10393,-19.522545,10.698361,102.46962,-3.871505,-10.712993,249.11644,-34.479458,14.356999,220.78989,-6.2820635,-21.30339,263.24954,-29.838743,4.0622015,234.42288,-3.2250516,-11.460114,263.83502,-32.81883,24.690321,232.10915
672,pushups_down,13.899077,77.2666,-245.52757,16.180805,73.00516,-250.07164,18.872688,72.64847,-250.10707,20.707132,72.11914,-250.16899,10.417866,71.46424,-253.42946,8.540565,70.19515,-253.47798,6.9335356,68.95737,-253.49887,27.401865,55.681217,-222.7077,3.571727,59.558273,-236.69965,16.343685,76.19818,-229.83975,9.842842,74.750404,-233.95656,45.00561,29.883385,-167.85585,-18.289366,34.545006,-180.07639,67.33721,26.567877,-109.14607,-46.690784,22.202478,-126.65763,63.95985,68.47465,-98.22332,-39.770363,77.09396,-110.98874,68.87251,72.502266,-111.988976,-40.15432,83.99587,-123.05119,61.420948,73.74018,-117.43423,-35.700867,84.923065,-131.33171,58.355377,70.40526,-100.31982,-34.880222,82.983765,-113.974846,10.965969,-4.1695724,6.517711,-10.965969,4.1695995,-6.517711,3.3071704,19.85682,132.16586,-17.021072,22.557228,129.9386,-4.3179545,2.4087014,300.38058,-17.68313,2.620449,286.4965,-5.8424416,-2.3032444,319.3061,-17.764757,-4.033347,304.02856,-7.568214,15.163162,319.31873,-18.248123,13.946064,298.95554
673,pushups_down,12.601291,67.78635,-257.15915,16.063698,63.230896,-263.2384,18.100183,63.072395,-263.2633,21.25554,62.385387,-263.30884,9.450027,62.079197,-266.5665,7.1903534,60.352802,-266.611,5.481354,59.236073,-266.62735,25.827211,49.89796,-235.60677,2.4116664,52.315212,-249.07718,15.986022,68.744415,-240.1933,8.822778,66.42331,-244.25706,43.406986,26.422644,-173.42839,-20.573057,27.690905,-183.45946,72.591606,10.863469,-114.00797,-45.585003,16.620098,-121.790184,68.75578,61.626553,-108.98174,-39.8755,73.87449,-108.450745,73.09933,68.238464,-123.154434,-39.877018,80.680725,-119.827866,66.654106,68.91625,-130.10704,-34.744144,81.1889,-128.69908,63.689922,66.08873,-111.538025,-34.19656,79.0765,-111.51704,10.263397,-1.6911825,7.9910665,-10.263384,1.6911825,-7.9910665,8.061131,24.298092,127.76271,-17.430487,22.902424,120.78955,0.05126315,9.379429,294.0616,-16.901154,17.74432,276.73233,-1.8212348,3.6388755,312.4884,-16.882294,12.363752,294.10745,-2.2744122,27.311277,313.98007,-16.583685,35.634266,291.65546
674,pushups_down,7.4436827,71.49202,-220.19035,9.718503,68.623116,-227.21523,11.679201,68.582726,-227.235,13.398608,68.66371,-227.27196,5.238012,66.90574,-229.27034,3.905313,65.883026,-229.31282,2.4258168,65.17096,-229.34846,18.652084,62.82978,-205.78796,-0.6484752,59.123146,-214.67273,10.528288,72.564026,-206.22554,5.309901,70.95902,-208.88527,33.261166,40.34676,-155.5849,-19.001698,37.501938,-161.24269,61.77347,24.104546,-97.935455,-43.294106,24.297113,-99.550125,58.231018,70.027794,-79.78289,-38.3189,77.194626,-70.54584,62.664032,77.93087,-89.36113,-39.31291,84.24493,-77.800766,57.397167,77.46554,-94.54178,-34.09012,84.05112,-84.71649,55.070633,74.437004,-81.0779,-33.211296,81.85861,-72.19614,9.7229805,-2.8506322,4.241992,-9.7229805,2.8506577,-4.241992,4.4286704,9.7797365,134.27063,-10.712381,8.223162,124.77622,2.6339114,-4.052212,289.22552,-6.507384,-7.7650084,278.12762,1.4036111,-9.936835,307.31436,-6.285893,-14.126128,296.07822,2.6102655,10.891629,314.72635,-4.582864,6.0310645,299.3309
675,pushups_down,-53.59071,12.828678,12.114091,-55.369335,9.723795,5.8660226,-55.35489,9.257614,5.8561845,-55.33196,8.75992,5.8521056,-55.16778,9.589079,14.3619585,-55.0244,9.050072,14.356899,-54.888504,8.469162,14.3417225,-53.182846,4.2054205,-10.13554,-52.855206,3.983923,27.39741,-51.19757,12.720825,7.291292,-51.103287,12.441723,18.200129,-42.895485,-0.5986521,-30.62197,-36.337795,-10.450562,49.265106,-32.48197,-6.7986913,-65.82634,-20.88497,-22.125547,79.479126,-32.87092,25.155819,-88.52676,-21.510292,-0.40861318,99.30312,-38.062553,27.55903,-96.11071,-24.608665,-0.8455225,105.21535,-38.570324,26.386934,-88.3217,-25.612133,3.1360655,99.16877,-37.19257,25.389395,-85.489655,-24.297554,3.436844,97.159676,-0.4749135,3.9833899,-25.421862,0.47492272,-3.9833717,25.421862,31.890709,6.339296,-31.621561,31.946491,3.8952284,20.89385,63.7201,1.3060215,-33.133247,62.735302,-0.47180626,20.357933,69.80326,-5.7266884,-33.345806,68.65155,-6.990275,19.348488,67.73539,24.465052,-47.95841,66.515366,22.739882,5.6712956
676,pushups_down,-51.01409,12.838024,13.871461,-52.913006,10.251071,7.3969593,-52.93681,9.7764,7.390686,-52.966434,9.302662,7.3893695,-52.83798,10.348005,16.034784,-52.79114,9.912226,16.0311,-52.73161,9.476284,16.02005,-51.313812,4.099055,-9.457413,-51.009773,4.910433,28.999758,-48.842594,12.438061,8.784003,-48.701797,12.468466,19.957434,-42.84715,-1.4174347,-31.491283,-36.15147,-11.200793,51.166553,-34.47586,-7.270361,-75.50276,-23.130863,-21.946747,87.50666,-36.18969,23.491268,-104.72506,-23.288986,-1.6566316,115.59372,-41.502262,26.268545,-112.705444,-25.938007,-2.1788263,123.601166,-41.741096,25.231403,-103.54307,-26.132854,0.8941251,117.544106,-40.21843,23.79906,-101.25878,-25.374672,1.5695331,113.75096,-0.50531095,3.74435,-26.589949,0.50530195,-3.74435,26.589949,30.664965,6.4212413,-31.941643,30.759256,3.7353058,23.093723,61.236053,-1.2904911,-33.385616,60.133026,-2.5127277,24.568132,66.83459,-9.574854,-33.339928,65.65439,-10.343618,23.862993,68.47437,19.84993,-47.190266,66.864815,17.79499,10.186906
677,pushups_down,-51.098736,11.524475,20.71941,-52.911438,8.49983,14.449499,-52.83749,8.07657,14.44387,-52.770977,7.6400824,14.444612,-52.98712,8.282637,23.069288,-52.936214,7.686301,23.064772,-52.84586,7.0704556,23.046122,-50.900097,2.9889295,-3.1550462,-50.65473,2.578,35.261024,-48.69199,11.693677,15.406232,-48.572388,11.440403,26.522818,-43.508495,0.049233336,-26.217115,-35.29162,-13.852856,56.011326,-35.370464,-4.48091,-71.46825,-20.993114,-26.872635,91.29747,-40.42448,22.047823,-105.09425,-21.575254,-1.0500128,122.34789,-45.17778,24.645716,-113.05892,-23.15578,-1.2945901,130.96716,-45.329,23.137403,-103.36474,-23.982563,1.378022,125.69251,-43.59423,22.274057,-101.67929,-23.619408,1.9599435,120.92773,-0.26983342,5.4402385,-28.06217,0.26984254,-5.44022,28.06217,31.594082,6.9998846,-34.609196,32.077778,3.9195764,24.33233,62.739002,-1.969973,-37.30435,61.886692,-2.6476393,25.076447,68.06183,-10.639882,-37.40573,67.03173,-10.983254,24.329628,71.25745,18.450975,-52.562637,69.64893,17.092482,10.091127
678,pushups_down,20.100388,-39.270695,88.93088,19.470362,-41.639103,87.71561,18.9225,-42.049564,87.72378,18.160791,-42.9698,87.72415,21.337582,-40.940174,84.94782,21.693048,-40.6734,84.96482,22.005531,-40.618977,84.940735,16.869202,-43.462563,79.124916,22.41887,-40.1373,66.9001,17.656908,-38.54112,86.25505,20.10072,-37.915134,82.67539,5.536804,-40.7317,62.292908,24.77004,-33.305412,37.73679,-4.8284593,-40.78101,48.5733,37.365376,-28.297588,8.39436,-2.2035306,-25.685009,35.792664,36.174397,-12.943284,-4.300443,-2.8146908,-21.98295,34.052925,38.329094,-10.826391,-5.613199,-1.5188317,-20.72548,35.670914,38.923668,-10.400551,-1.6987205,-1.1091087,-22.014896,36.072624,38.461235,-10.624184,-2.6034827,-5.8540664,-2.2659912,9.677018,5.8540597,2.2659912,-9.677018,-15.660049,40.041103,16.113386,5.5041437,42.604836,-7.866405,-21.084993,70.1996,-39.11139,-1.013822,72.75663,-63.48721,-21.779959,71.72934,-45.36344,-2.6313233,74.74582,-69.1273,-22.587496,89.079575,-51.704834,-2.8860562,87.37954,-76.246475
679,pushups_down,13.141169,-48.666317,79.02026,12.505669,-51.166557,75.36431,11.8400345,-51.401623,75.363365,11.181203,-51.54714,75.3695,14.289244,-50.50993,75.00611,14.792288,-50.363987,75.01561,15.255027,-50.214195,74.99451,10.208976,-50.833244,59.31603,15.676591,-48.90057,57.848827,11.787201,-47.188564,73.91215,13.767674,-46.52133,73.47856,0.1407384,-42.26843,40.932068,19.46734,-35.291367,35.440125,-8.9021845,-40.09615,30.190928,32.02036,-23.937767,15.771036,-1.1527203,-27.874554,34.58894,33.12011,-11.927034,7.583054,0.7551252,-26.750776,35.486515,32.924004,-11.4329605,6.8460226,2.6818106,-25.318438,36.399277,32.45334,-12.666517,11.1574745,2.1278899,-24.866728,35.320587,31.867718,-12.008156,9.330979,-5.5380993,-3.2161853,4.242837,5.5380993,3.2161977,-4.242837,-15.628478,20.071758,13.290973,0.17410621,33.204956,-3.2904253,-22.969685,49.784714,-35.449936,-11.247282,59.664623,-52.02798,-23.732693,52.96028,-41.201393,-13.375437,61.71487,-57.187183,-26.717073,64.267975,-42.504204,-14.40787,74.14126,-59.963547
680,pushups_down,51.428265,10.860524,-3.748156,52.90196,7.711914,-1.2787288,52.835144,7.396355,-1.285367,52.753967,7.1431646,-1.3032144,52.97097,7.4040213,-9.0174885,52.963604,6.895387,-9.014955,52.929665,6.363161,-9.019525,51.296776,3.33949,13.868819,51.283455,2.4834626,-21.58629,49.412933,10.511809,2.8243601,49.51936,10.206577,-7.527587,38.374237,-9.540983,37.837242,40.77643,-2.085516,-39.838417,27.650393,-6.334284,86.82769,30.040136,-2.3649979,-87.62495,32.67092,9.034135,121.575966,39.195526,24.152637,-126.257324,34.49545,9.242077,129.3366,43.02549,26.318905,-136.99998,35.529854,10.882703,121.926605,43.241898,24.769651,-132.01678,34.834415,11.224497,119.35726,41.939938,23.594828,-125.12678,0.5238722,-3.8219638,24.904657,-0.5238536,3.8219824,-24.904657,-25.027338,5.8709188,25.78062,-26.907953,13.318758,-21.925236,-52.011024,-2.3687747,36.98298,-55.149807,1.7752042,-16.366854,-55.890446,-7.1414523,36.824818,-58.94913,-3.1606302,-16.612074,-52.288574,16.553234,25.433367,-54.65729,19.292847,-32.44311
